EventName,Division,StartDate,EndDate,Time,Venue,Address,City,State,Zip,Category,EventType,PrizeMoney,EntryFee,Runs,Description,Website,Phone,Email,SourceImage,DateExtracted,TeamRopingAI
My Roping Coach Tour with Aldo Garibay - Stephenville,One Day Coaching,04/03/2026,04/03/2026,,,,Stephenville,TX,,Team Roping,Clinic,,,,Professional team roping coaching clinic with Aldo Garibay presented by Las Tunas Performance Horses. One day intensive coaching session. Main language English. Contact Pablo Ceron for details and registration.,www.aldogaribay.com,254-434-8183,,658436556_18410147992179684_863761701495862687_n.jpg,2026-04-02,YES
My Roping Coach Tour with Aldo Garibay - Weatherford,Performance,04/04/2026,04/05/2026,,,,Weatherford,TX,,Team Roping,Clinic,,,,Two-day professional team roping performance clinic with Aldo Garibay presented by Las Tunas Performance Horses. Buckles awarded to champions. Main language English. Contact Fonsi Gonzalez for registration and details.,www.aldogaribay.com,817-694-3932,,658436556_18410147992179684_863761701495862687_n.jpg,2026-04-02,YES
My Roping Coach Tour with Aldo Garibay - Amarillo Performance,Performance,04/10/2026,04/12/2026,,,,Amarillo,TX,,Team Roping,Clinic,,,,Three-day professional team roping performance clinic with Aldo Garibay presented by Las Tunas Performance Horses. Buckles awarded to champions. Main language English. Contact Fred Berry for registration information.,www.aldogaribay.com,806-678-2813,,658436556_18410147992179684_863761701495862687_n.jpg,2026-04-02,YES
My Roping Coach Tour with Aldo Garibay - Amarillo Coaching,One Day Coaching,04/13/2026,04/13/2026,,,,Amarillo,TX,,Team Roping,Clinic,,,,Professional team roping coaching clinic with Aldo Garibay presented by Las Tunas Performance Horses. One day intensive coaching session following the Amarillo performance event. Main language English. Contact Luis Hernandez.,www.aldogaribay.com,661-369-9458,,658436556_18410147992179684_863761701495862687_n.jpg,2026-04-02,YES
Lucky B Indoor Arena 9.5 Handicap Easter Roping,#9.5 (Capped at #6),04/04/2026,04/04/2026,"Books Open 12-1PM, Rope at 1:30PM",Lucky B Indoor Arena,5412 S Hwy 281,Mineral Wells,TX,,Team Roping,Jackpot,,$120/roper (Picks $40/roper),3HD/PA1,Easter-themed #9.5 handicap team roping capped at #6 at Lucky B Indoor Arena. Pick 1 Draw 2 or Draw 3 format with 3 head progressive after 1. Buckles awarded to 1st and 2nd place with a Yeti cooler to the high point roper. Easter egg toss between rounds with Teskey's gift cards to the winning team. Global Handicap required.,,817-688-3961,,658160978_1476421901163498_1440509445661650262_n.jpg,2026-04-02,YES
Crockett County Arena 40+ Team Roping Championships - #11.5 Slide,#11.5 Slide (All Age),04/04/2026,04/04/2026,"Books Open 9 AM, Close 9:45 AM, Rope at 10 AM",Crockett County Arena,1301 Avenue AA,Ozona,TX,76943,Team Roping,Jackpot,,$150/man,4 Header PA1,All-age #11.5 slide with 4 head progressive after 1 and 1.5 seconds up and down. Add ons $75/man and buy backs $75/man available. 70% payout. Cash and credit card accepted. Negative Coggins required. Presented by Tucker & Black Cattle Company.,,Sean (806) 759-3126 / Murphey (325) 226-1976,,659047488_122218768838359819_3987258798426136376_n.jpg,2026-04-02,YES
Crockett County Arena 40+ Team Roping Championships - #11.5 40+,#11.5 (40+),04/04/2026,04/04/2026,"Books Open 9 AM, Close 9:45 AM, Rope at 10 AM",Crockett County Arena,1301 Avenue AA,Ozona,TX,76943,Team Roping,Jackpot,,$200/man,4 Header PA1,Senior #11.5 division for ropers 40 and older with 4 head progressive after 1. Enter up to 3x. Membership $75 or day pass $20 required. 65 and older free. Shootout spots to average winners. No additional fee to draw in. 70% payout.,,Sean (806) 759-3126 / Murphey (325) 226-1976,,659047488_122218768838359819_3987258798426136376_n.jpg,2026-04-02,YES
Crockett County Arena 40+ Team Roping Championships - #9.5 40+,#9.5 (40+),04/04/2026,04/04/2026,"Books Open 9 AM, Close 9:45 AM, Rope at 10 AM",Crockett County Arena,1301 Avenue AA,Ozona,TX,76943,Team Roping,Jackpot,,$200/man,4 Header PA1,Senior #9.5 division for ropers 40 and older with 4 head progressive after 1. Enter up to 3x. Membership $75 or day pass $20 required. 65 and older free. Shootout spots to average winners. 70% payout. Negative Coggins required.,,Sean (806) 759-3126 / Murphey (325) 226-1976,,659047488_122218768838359819_3987258798426136376_n.jpg,2026-04-02,YES
Crockett County Arena 40+ Team Roping Championships - #9.5 All Age,#9.5 (All Age),04/04/2026,04/04/2026,"Books Open 9 AM, Close 9:45 AM, Rope at 10 AM",Crockett County Arena,1301 Avenue AA,Ozona,TX,76943,Team Roping,Jackpot,,$150/man,3 Header PA1,All-age #9.5 with 7.5 incentive on 2 head and capped at 5.5 heeler. 3 head progressive after 1. Enter 1 Draw 2 or Draw 3. Add ons $50/man and buy backs $50/man. 70% payout. Presented by Tucker & Black Cattle Company and Pro Tubs.,,Sean (806) 759-3126 / Murphey (325) 226-1976,,659047488_122218768838359819_3987258798426136376_n.jpg,2026-04-02,YES
Spring Senior Roping Series - #7.5,#7.5 (3 Head),04/25/2026,04/25/2026,"Books Open 9 AM, Rope at 10 AM",Range Riders Arena,,Amarillo,TX,,Team Roping,Jackpot,,$180,3 Head,Senior roping series for ropers 45+ (men) or 30+ (women). Bring 1 Draw 2 or can Draw All 3. Can add 2 picks at $60/man. High money winner of the day receives WTAMU box of beef. Part of series with finals June 6. Membership $60 men/$45 women.,,Amanda Beckford 806-683-5287,,661591101_10103112732985710_5839079089709520304_n.jpg,2026-04-02,YES
Spring Senior Roping Series - #8.5,#8.5 (3 Head),04/25/2026,04/25/2026,"Books Open 9 AM, Rope at 10 AM",Range Riders Arena,,Amarillo,TX,,Team Roping,Jackpot,,$150/man,3 Head,Senior roping series for ropers 45+ (men) or 30+ (women). Bring 1 Draw 1 or Draw 2 format. Can enter draw 2x. Can add 3 picks after the draw at $75/man. High money winner receives WTAMU box of beef. Part of series with finals June 6.,,Amanda Beckford 806-683-5287,,661591101_10103112732985710_5839079089709520304_n.jpg,2026-04-02,YES
Spring Senior Roping Series - #9.5,#9.5 (4 Head),04/25/2026,04/25/2026,"Books Open 9 AM, Rope at 10 AM",Range Riders Arena,,Amarillo,TX,,Team Roping,Jackpot,,$150/man,4 Head,Senior roping series for ropers 45+ (men) or 30+ (women). Bring 1 Draw 1 or Draw 2 format. Can enter draw 2x. Can add 3 picks after the draw at $75/man. Rob Reeves engraved trophy cup awards. Part of series with finals June 6.,,Amanda Beckford 806-683-5287,,661591101_10103112732985710_5839079089709520304_n.jpg,2026-04-02,YES
Spring Senior Roping Series - #10.5,#10.5 (4 Head),04/25/2026,04/25/2026,"Books Open 9 AM, Rope at 10 AM",Range Riders Arena,,Amarillo,TX,,Team Roping,Jackpot,,$150/man,4 Head,Senior roping series for ropers 45+ (men) or 30+ (women). Bring 1 Draw 1 or Draw 2 format. Can enter draw 2x. Can add 3 picks after the draw at $75/man. Cassie Haney laser treatment and Shelli Coughran equine massage available. Finals June 6.,,Amanda Beckford 806-683-5287,,661591101_10103112732985710_5839079089709520304_n.jpg,2026-04-02,YES
Straight Up Productions Thursday Night #10.5 Handicap,#10.5 (Capped at 6E),04/02/2026,04/02/2026,"Books Open 6:00, Close 7:00, Rope at 7:15",NRS Event Center,,Decatur,TX,,Team Roping,Jackpot,,$140/man (Picks $70/man),4 HD P1,Thursday night #10.5 handicap team roping at NRS Event Center presented by Straight Up Productions. Enter 1 Draw 1 or Draw 2 format with up to 3 pick runs available. 4 head progressive after 1 capped at 6E. Features 16 second cutoff in first round with 1.5 seconds off every whole number under 10.5. 70% payout. Global Handicap required. Cash only.,,Monty Stockard 940-781-9358,,659589647_10225395288269070_599774065478903427_n.jpg,2026-04-02,YES
SZS Productions Easter Roping - #12.5 Handicap,#12.5 (No Cap),04/04/2026,04/04/2026,"Books Open 8:30 AM, Close 9:30 AM, Rope 10 AM",Santa Fe Trail Events Center,,Las Vegas,NM,,Team Roping,Jackpot,,$160/roper,4 Steer,Easter roping featuring #12.5 handicap with no cap. Pick 1 Draw 1 or Draw 2 format. Enter up to 3x. Easter egg hunt following the #12.5 roping. Global Handicap accepted. Producers reserve the right to classify as needed. Presented by SZS Productions and Rio Saddlery.,,Zant Zamora (505) 718-9713 / Shay Zamora (505) 429-4975,,650221418_934938989042048_2726687593691103802_n.jpg,2026-04-02,YES
SZS Productions Easter Roping - #10.5 $5000 Money Roping,#10.5 (Capped at 5.5),04/04/2026,04/04/2026,Will not start before 11 AM,Santa Fe Trail Events Center,,Las Vegas,NM,,Team Roping,Jackpot,$5000 Guaranteed,$240/roper,3 Steer,High-dollar #10.5 handicap with $5000 guaranteed to high point roper. Pick 1 Draw 2 or Draw 3 format capped at 5.5. Enter up to 4x. 16 second cutoff in 1st go. Rio Buckles to average winners. $1000 plus Rio Buckles guaranteed to highest 9.5 and 8.5 team not placing in average. All prizes guaranteed.,,Zant Zamora (505) 718-9713 / Shay Zamora (505) 429-4975,,650221418_934938989042048_2726687593691103802_n.jpg,2026-04-02,YES
TF Productions John Berry Arena - #12.5 Slide,#12.5 Slide,04/18/2026,04/18/2026,"Books Close 9:15, Rope at 9:30",John Berry Arena,6929 Cherokee Rd,Dexter,NM,,Team Roping,Jackpot,,$250/man,4 HD PA1,Saturday team roping at John Berry Arena featuring #12.5 slide. Pick 1 Draw 1 format. Enter up to 4x. 4 head progressive after 1 with 75% payback. Cattle provided by Matt Stockton. Food truck on site from Kryssie's Diner & Bakery. Global Handicap Card System. Cash only.,,Michael Figueroa 575-405-8332,,658506054_26446995518296979_3671730771882985_n.jpg,2026-04-02,YES
TF Productions John Berry Arena - #11.5 Handicap,#11.5 Handicap,04/18/2026,04/18/2026,"Books Close 9:15, Rope at 9:30",John Berry Arena,6929 Cherokee Rd,Dexter,NM,,Team Roping,Jackpot,,$150/man,4 HD PA1,Saturday team roping at John Berry Arena featuring #11.5 handicap. Pick 1 Draw 1 or Draw 2 format. Enter up to 4x. 4 head progressive after 1. Cattle provided by Matt Stockton. 2/3 payout cash unless noted otherwise. Global Handicap Card System. Cash only no checks.,,Michael Figueroa 575-405-8332,,658506054_26446995518296979_3671730771882985_n.jpg,2026-04-02,YES
TF Productions John Berry Arena - #9.5 Handicap,#9.5 Handicap (Cap @5.5),04/18/2026,04/18/2026,"Books Close 9:15, Rope at 9:30",John Berry Arena,6929 Cherokee Rd,Dexter,NM,,Team Roping,Jackpot,,$150/man,3 HD PA1,Saturday team roping at John Berry Arena featuring #9.5 handicap capped at 5.5. Pick 1 Draw 1 or Draw 2 format. Enter up to 4x. 3 head progressive after 1. Cutoff time will be used in first round if needed. Cattle by Matt Stockton. Cash only no checks.,,Michael Figueroa 575-405-8332,,658506054_26446995518296979_3671730771882985_n.jpg,2026-04-02,YES
CINCH USTRC National Finals XXVII - Sunday Apr 19,"16.5, 15.5, Open YETI Shootout",04/19/2026,04/19/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,$10000 Added (Open),,,Opening day of CINCH USTRC National Finals XXVII featuring 16.5 Succeed Shootout, 15.5 NRS Shootout, and Open YETI Shootout with $10,000 added. Powered by Global Handicaps. Visit USTRC.com for entry information.,www.USTRC.com,505-899-1870,
CINCH USTRC National Finals XXVII - Monday Apr 20,"14.5, 13.5, 12.5 WSTR Qualifier",04/20/2026,04/20/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Day two featuring 14.5 Cowboy Tack Shootout, 13.5 Succeed Shootout, and 12.5 Key Card Advantage WSTR Qualifier. Powered by Global Handicaps. Multiple sponsor awards including Resistol Jr. Champions and NFTR Bonus Awards.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg
CINCH USTRC National Finals XXVII - Tuesday Apr 21,"12.5 Shootout, 12.5 Legends 40+, 11.5 WSTR Qualifier",04/21/2026,04/21/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Day three featuring 12.5 Resistol Shootout, 12.5 Horse Power Boots Legends Over 40, and 11.5 Key Card Advantage WSTR Qualifier. Cinch Ladies Year End Awards Program. Powered by Global Handicaps.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg
CINCH USTRC National Finals XXVII - Wednesday Apr 22,"11.5 Shootout, 11.5 Legends 40+, 10.5 WSTR Qualifier, Ladies Open, Breakaway",04/22/2026,04/22/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,$5000 Added (Breakaway),,,Big day featuring 11.5 Bloomer Shootout, 11.5 Horse Power Boots Legends Over 40, 10.5 Key Card Advantage WSTR Qualifier, and Cinch Ladies Open with 9.5 Incentive. Total Feeds Breakaway Championships at Watt Arena 10AM with $5,000 added to Open Breakaway.,www.USTRC.com,505-899-1870
CINCH USTRC National Finals XXVII - Thursday Apr 23,"10.5 Yeti Shootout, 10.5 Legends 40+, 9.5 WSTR Qualifier",04/23/2026,04/23/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Day five featuring 10.5 Yeti Shootout (6.5 Heeler Cap), 10.5 Priefert Legends Over 40 (6.5 Heeler Cap), and 9.5 Key Card Advantage WSTR Qualifier. PWR Championship Fast Track Opportunity available. Powered by Global Handicaps.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg
CINCH USTRC National Finals XXVII - Friday Apr 24,"9.5 Hot Heels, 9.5 Legends 50+, 8.5 Stretch Shootout",04/24/2026,04/24/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Day six featuring 9.5 Hot Heels Shootout (5.5 Heeler Cap), 9.5 NRS Legends Over 50 (5.5 Heeler Cap), and 8.5 Stretch Shootout (4.5 Cap Both Ends). NRS USTRC Qualifier opportunity. Powered by Global Handicaps.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg
CINCH USTRC National Finals XXVII - Saturday Apr 25,"8.5 Legends 50+, 9.5 Holiday Auto Truck Roping, Jr. Looper",04/25/2026,04/25/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Day seven featuring 8.5 Total Feeds Legends Over 50 (4.5 Cap Both Ends) and 9.5 Holiday Auto Truck Roping (5.5 Heeler Cap). Stretch/Hot Heels Jr. Looper at 12PM at Brown Lupton North. Powered by Global Handicaps.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg,2026-04-02,YES
CINCH USTRC National Finals XXVII - Sunday Apr 26,7.5 Classic Equine USTRC Championships,04/26/2026,04/26/2026,"Entries Close 8 AM, Rope at 8:30 AM",Will Rogers Memorial Center,,Fort Worth,TX,,Team Roping,Finals,,,,Final day of CINCH USTRC National Finals XXVII featuring the 7.5 Classic Equine USTRC Championships with 4 Cap Both Ends. Powered by Global Handicaps. Visit USTRC.com for complete results and information.,www.USTRC.com,505-899-1870,,658037020_18179162989384285_4370876250986521649_n.jpg,2026-04-02,YES
